"city_dev","gender","expenience","university","edu_level","major","expenience_year","company_size","company_type","jobs","train_hours","target","train_hours_scale","expenience_year_new"
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"10/49","Other","1",96,0,4.56434819146784,3
0.926,"Male","No relevent experience","no_enrollment","Primary School","STEM",5,"Other","Pvt Ltd","never",166,0,5.11198778835654,3
0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",4,0,1.38629436111989,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",13,"100-500","Pvt Ltd","1",7,0,1.94591014905531,3
0.776,"Other","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",118,0,4.77068462446567,3
0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Other","1",12,0,2.484906649788,3
0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",156,0,5.04985600724954,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","3",65,0,4.17438726989564,3
0.925,"Male","No relevent experience","no_enrollment","Graduate","Other",21,"Other","Pvt Ltd","2",50,0,3.91202300542815,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Pvt Ltd","1",44,0,3.78418963391826,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"5000-9999","Pvt Ltd","2",29,0,3.36729582998647,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"Other","Pvt Ltd","3",14,1,2.63905732961526,3
0.92,"Male","No relevent experience","enrollment","Masters","STEM",13,"1000-4999","Other","2",62,0,4.12713438504509,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"10/49","Other","1",107,0,4.67282883446191,3
0.915,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"50-99","Pvt Ltd","2",39,0,3.66356164612965,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd",">4",66,0,4.18965474202643,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","never",100,0,4.60517018598809,3
0.848,"Male","Has relevent experience","no_enrollment","High School","STEM",10,"10/49","Other","3",76,0,4.33073334028633,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"100-500","Other","1",48,0,3.87120101090789,3
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"50-99","Pvt Ltd","4",54,0,3.98898404656427,3
0.855,"Male","Has relevent experience","enrollment","Masters","STEM",6,"Other","Pvt Ltd","never",12,0,2.484906649788,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"1000-4999","Pvt Ltd","1",32,0,3.46573590279973,1
0.624,"Male","No relevent experience","no_enrollment","Masters","STEM",4,"5000-9999","Pvt Ltd","1",76,1,4.33073334028633,2
0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","4",82,0,4.40671924726425,3
0.624,"Male","No relevent experience","no_enrollment","Masters","STEM",21,"500-999","Pvt Ltd","1",288,1,5.66296048013595,3
0.55,"Male","Has relevent experience","enrollment","Graduate","STEM",0,"Other","Other","1",20,1,2.99573227355399,1
0.92,"Other","No relevent experience","no_enrollment","Masters","Other",8,"Other","Pvt Ltd","4",19,1,2.94443897916644,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","1",133,0,4.89034912822175,2
0.899,"Male","No relevent experience","no_enrollment","Masters","STEM",14,"50-99","Other","1",69,0,4.23410650459726,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"<10","Pvt Ltd",">4",87,0,4.46590811865458,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"<10","Pvt Ltd","1",34,0,3.52636052461616,3
0.843,"Male","Has relevent experience","enrollment","High School","STEM",4,"Other","Pvt Ltd","2",144,0,4.969813299576,2
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"1000-4999","Pvt Ltd","2",19,0,2.94443897916644,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"Other","Pvt Ltd","never",83,0,4.4188406077966,2
0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"10000+","Pvt Ltd","2",16,0,2.77258872223978,3
0.698,"Male","Has relevent experience","enrollment","Graduate","STEM",7,"100-500","Pvt Ltd","1",306,0,5.72358510195238,3
0.866,"Male","No relevent experience","enrollment","Graduate","STEM",12,"Other","Pvt Ltd","4",81,0,4.39444915467244,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"100-500","Pvt Ltd","4",67,0,4.20469261939097,3
0.903,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"100-500","Pvt Ltd","never",76,0,4.33073334028633,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"<10","Pvt Ltd","1",15,0,2.70805020110221,3
0.802,"Male","Has relevent experience","enrollment","Graduate","STEM",6,"1000-4999","Pvt Ltd","never",152,0,5.02388052084628,3
0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"<10","Other","1",308,1,5.73009978297357,3
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",6,"50-99","Other","2",214,0,5.36597601502185,3
0.896,"Male","No relevent experience","enrollment","High School","STEM",3,"Other","Pvt Ltd","never",74,0,4.30406509320417,2
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"Other","Pvt Ltd","1",53,0,3.97029191355212,2
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",13,"10000+","Pvt Ltd",">4",30,0,3.40119738166216,3
0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"10/49","Pvt Ltd",">4",72,0,4.27666611901606,3
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"50-99","Pvt Ltd","3",196,1,5.27811465923052,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"Other","Pvt Ltd","1",64,0,4.15888308335967,3
0.899,"Male","Has relevent experience","enrollment","High School","STEM",3,"10000+","Pvt Ltd","2",29,0,3.36729582998647,2
0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",20,"500-999","Pvt Ltd","1",31,0,3.43398720448515,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","1",43,1,3.76120011569356,2
0.745,"Male","No relevent experience","enrollment","Graduate","STEM",10,"Other","Pvt Ltd","1",39,1,3.66356164612965,3
0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd",">4",22,0,3.09104245335832,3
0.824,"Other","Has relevent experience","no_enrollment","Graduate","STEM",5,"<10","Other","1",16,0,2.77258872223978,3
0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"<10","Pvt Ltd",">4",48,0,3.87120101090789,3
0.91,"Male","No relevent experience","enrollment","Graduate","STEM",2,"50-99","Pvt Ltd","1",13,0,2.56494935746154,2
0.913,"Other","No relevent experience","no_enrollment","Graduate","Other",3,"Other","Pvt Ltd",">4",99,1,4.59511985013459,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Other",">4",91,0,4.51085950651685,3
0.55,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"<10","Pvt Ltd","1",20,1,2.99573227355399,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"500-999","Other","1",226,0,5.42053499927229,3
0.926,"Male","No relevent experience","enrollment","Graduate","STEM",1,"50-99","Pvt Ltd","1",86,0,4.45434729625351,2
0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",5,"10000+","Pvt Ltd","1",336,0,5.8171111599632,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","1",204,0,5.31811999384422,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10/49","Pvt Ltd","never",22,1,3.09104245335832,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",2,"50-99","Pvt Ltd","1",9,0,2.19722457733622,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","1",22,0,3.09104245335832,3
0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"10/49","Pvt Ltd","2",42,0,3.73766961828337,3
0.92,"Male","No relevent experience","no_enrollment","High School","STEM",2,"Other","Pvt Ltd","never",46,0,3.8286413964891,2
0.855,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"Other","Pvt Ltd","1",56,1,4.02535169073515,2
0.764,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"Other","Pvt Ltd",">4",37,1,3.61091791264422,3
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",1,"1000-4999","Other","1",10,1,2.30258509299405,2
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Pvt Ltd","never",49,0,3.89182029811063,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"500-999","Pvt Ltd","2",42,0,3.73766961828337,3
0.866,"Male","Has relevent experience","enrollment","Masters","STEM",6,"Other","Pvt Ltd","1",210,0,5.34710753071747,3
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"10000+","Pvt Ltd","1",43,0,3.76120011569356,3
0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd","1",28,0,3.3322045101752,3
0.939,"Male","No relevent experience","enrollment","Graduate","STEM",0,"<10","Pvt Ltd","1",154,0,5.03695260241363,1
0.624,"Male","No relevent experience","no_enrollment","High School","STEM",0,"Other","Pvt Ltd","never",91,1,4.51085950651685,1
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"<10","Pvt Ltd",">4",61,0,4.11087386417331,3
0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","1",83,0,4.4188406077966,3
0.855,"Male","Has relevent experience","enrollment","High School","STEM",16,"10000+","Pvt Ltd",">4",14,0,2.63905732961526,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",52,0,3.95124371858143,3
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",3,"50-99","Other","2",23,0,3.13549421592915,2
0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"50-99","Pvt Ltd",">4",282,0,5.64190707093811,3
0.836,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",10,0,2.30258509299405,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",13,"10/49","Pvt Ltd",">4",39,1,3.66356164612965,3
0.949,"Male","Has relevent experience","no_enrollment","High School","STEM",20,"Other","Pvt Ltd","never",149,0,5.00394630594546,3
0.855,"Male","No relevent experience","no_enrollment","Primary School","STEM",1,"Other","Pvt Ltd","1",176,0,5.17048399503815,2
0.743,"Other","Has relevent experience","no_enrollment","Masters","STEM",7,"50-99","Pvt Ltd","2",222,0,5.40267738187228,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"100-500","Pvt Ltd","1",146,0,4.98360662170834,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10000+","Pvt Ltd",">4",27,0,3.29583686600433,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"100-500","Pvt Ltd","2",226,0,5.42053499927229,3
0.722,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"Other","Pvt Ltd","2",212,1,5.35658627467201,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Pvt Ltd",">4",23,1,3.13549421592915,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"Other","Pvt Ltd","1",36,1,3.58351893845611,2
0.848,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"50-99","Pvt Ltd",">4",7,0,1.94591014905531,3
0.915,"Other","Has relevent experience","no_enrollment","Phd","STEM",21,"5000-9999","Other",">4",4,0,1.38629436111989,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"10000+","Pvt Ltd",">4",49,0,3.89182029811063,3
0.624,"Male","Has relevent experience","enrollment","Masters","STEM",2,"100-500","Pvt Ltd","1",13,0,2.56494935746154,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","2",109,0,4.69134788222914,3
0.893,"Male","Has relevent experience","enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","3",99,0,4.59511985013459,3
0.624,"Male","No relevent experience","no_enrollment","Masters","STEM",2,"100-500","Pvt Ltd","2",214,0,5.36597601502185,2
0.698,"Male","No relevent experience","no_enrollment","Graduate","STEM",8,"Other","Pvt Ltd","1",91,1,4.51085950651685,3
0.92,"Other","No relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Other","1",34,1,3.52636052461616,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"1000-4999","Pvt Ltd","2",8,0,2.07944154167984,3
0.754,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"50-99","Other","1",76,0,4.33073334028633,2
0.555,"Male","Has relevent experience","enrollment","Graduate","STEM",4,"Other","Pvt Ltd","1",43,1,3.76120011569356,2
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd","1",5,0,1.6094379124341,3
0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd","2",6,1,1.79175946922805,3
0.624,"Male","No relevent experience","no_enrollment","Masters","STEM",13,"10000+","Pvt Ltd","1",52,1,3.95124371858143,3
0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",4,"Other","Pvt Ltd","4",32,0,3.46573590279973,2
0.92,"Male","Has relevent experience","no_enrollment","Primary School","STEM",21,"100-500","Pvt Ltd",">4",19,1,2.94443897916644,3
0.516,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"Other","Pvt Ltd","1",30,1,3.40119738166216,2
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"50-99","Pvt Ltd","1",150,1,5.01063529409626,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"<10","Pvt Ltd","1",70,0,4.24849524204936,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","2",27,1,3.29583686600433,3
0.579,"Male","Has relevent experience","enrollment","Masters","Other",3,"50-99","Pvt Ltd","1",21,1,3.04452243772342,2
0.926,"Male","Has relevent experience","no_enrollment","Graduate","Other",15,"1000-4999","Pvt Ltd","1",145,0,4.97673374242057,3
0.624,"Other","No relevent experience","no_enrollment","Graduate","STEM",2,"Other","Pvt Ltd","1",30,1,3.40119738166216,2
0.698,"Male","Has relevent experience","enrollment","Graduate","STEM",7,"50-99","Other","1",149,0,5.00394630594546,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"100-500","Pvt Ltd",">4",29,0,3.36729582998647,3
0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"100-500","Other","1",334,0,5.8111409929767,3
0.926,"Male","Has relevent experience","no_enrollment","Graduate","Other",2,"<10","Other","2",48,0,3.87120101090789,2
0.926,"Male","No relevent experience","no_enrollment","High School","STEM",2,"Other","Pvt Ltd","1",48,0,3.87120101090789,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd",">4",68,0,4.21950770517611,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",11,"1000-4999","Other","1",160,0,5.07517381523383,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10/49","Other","4",155,0,5.04342511691925,3
0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",21,"100-500","Pvt Ltd",">4",21,1,3.04452243772342,3
0.926,"Male","Has relevent experience","enrollment","Graduate","STEM",18,"1000-4999","Pvt Ltd","never",128,0,4.85203026391962,3
0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM",9,"10/49","Pvt Ltd","4",21,0,3.04452243772342,3
0.923,"Male","No relevent experience","enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",7,0,1.94591014905531,3
0.923,"Male","No relevent experience","no_enrollment","Masters","STEM",3,"1000-4999","Other","1",46,1,3.8286413964891,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"500-999","Pvt Ltd","1",204,0,5.31811999384422,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",3,"10000+","Pvt Ltd","1",99,0,4.59511985013459,2
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10/49","Pvt Ltd","4",12,0,2.484906649788,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Pvt Ltd","1",72,0,4.27666611901606,3
0.804,"Male","Has relevent experience","enrollment","High School","STEM",17,"50-99","Pvt Ltd","4",20,0,2.99573227355399,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",5,"<10","Other","1",54,0,3.98898404656427,3
0.939,"Male","No relevent experience","no_enrollment","Masters","STEM",12,"<10","Other","4",28,0,3.3322045101752,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",5,"Other","Pvt Ltd","1",32,1,3.46573590279973,3
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",2,"Other","Other","1",50,1,3.91202300542815,2
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","3",14,1,2.63905732961526,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",17,"10000+","Other",">4",94,0,4.54329478227,3
0.913,"Male","Has relevent experience","no_enrollment","High School","STEM",21,"1000-4999","Pvt Ltd","2",216,0,5.37527840768417,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10/49","Pvt Ltd",">4",56,0,4.02535169073515,3
0.926,"Male","No relevent experience","enrollment","Graduate","STEM",5,"Other","Pvt Ltd","never",23,0,3.13549421592915,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"100-500","Pvt Ltd","3",81,0,4.39444915467244,3
0.767,"Male","Has relevent experience","enrollment","Graduate","STEM",5,"Other","Pvt Ltd","4",40,1,3.68887945411394,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"1000-4999","Other","1",21,0,3.04452243772342,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"<10","Pvt Ltd","2",36,1,3.58351893845611,2
0.762,"Male","Has relevent experience","enrollment","Masters","STEM",15,"500-999","Other","2",110,0,4.70048036579242,3
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",11,"10000+","Pvt Ltd","4",36,1,3.58351893845611,3
0.767,"Male","No relevent experience","no_enrollment","Graduate","Other",2,"50-99","Pvt Ltd","1",26,0,3.25809653802148,2
0.866,"Other","Has relevent experience","enrollment","Masters","STEM",10,"500-999","Pvt Ltd",">4",36,0,3.58351893845611,3
0.804,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"Other","Pvt Ltd",">4",142,1,4.95582705760126,1
0.923,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"100-500","Pvt Ltd",">4",151,0,5.01727983681492,3
0.896,"Male","Has relevent experience","no_enrollment","High School","STEM",21,"500-999","Pvt Ltd",">4",37,0,3.61091791264422,3
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",3,"500-999","Pvt Ltd","1",22,1,3.09104245335832,2
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","1",92,0,4.52178857704904,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","1",220,0,5.39362754635236,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"1000-4999","Pvt Ltd","1",59,0,4.07753744390572,1
0.939,"Male","No relevent experience","no_enrollment","Graduate","STEM",14,"5000-9999","Other","1",26,0,3.25809653802148,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",160,0,5.07517381523383,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"Other","Pvt Ltd","2",34,1,3.52636052461616,3
0.897,"Male","Has relevent experience","enrollment","Masters","STEM",8,"10000+","Pvt Ltd","2",260,0,5.56068163101553,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Pvt Ltd","1",180,0,5.19295685089021,2
0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",15,"10000+","Pvt Ltd","1",39,0,3.66356164612965,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",23,0,3.13549421592915,3
0.925,"Male","No relevent experience","enrollment","High School","STEM",5,"Other","Pvt Ltd","never",77,0,4.34380542185368,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd","2",34,1,3.52636052461616,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"10000+","Pvt Ltd","1",17,0,2.83321334405622,3
0.74,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"500-999","Pvt Ltd","2",77,1,4.34380542185368,3
0.926,"Male","Has relevent experience","enrollment","Masters","STEM",15,"500-999","Pvt Ltd",">4",78,0,4.35670882668959,3
0.884,"Male","Has relevent experience","no_enrollment","Masters","Other",2,"5000-9999","Pvt Ltd","1",26,0,3.25809653802148,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","3",58,0,4.06044301054642,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",4,"50-99","Pvt Ltd","2",77,0,4.34380542185368,2
0.899,"Other","Has relevent experience","no_enrollment","Graduate","STEM",4,"10000+","Pvt Ltd","1",9,0,2.19722457733622,2
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",5,"Other","Pvt Ltd","never",47,0,3.85014760171006,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","2",125,0,4.8283137373023,3
0.903,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"<10","Other","1",23,0,3.13549421592915,3
0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Other","4",21,0,3.04452243772342,3
0.527,"Male","No relevent experience","enrollment","Graduate","STEM",2,"Other","Pvt Ltd","1",40,1,3.68887945411394,2
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"5000-9999","Other","2",29,1,3.36729582998647,2
0.743,"Male","Has relevent experience","no_enrollment","Primary School","STEM",21,"<10","Other","1",1,0,0,3
0.896,"Male","Has relevent experience","no_enrollment","High School","STEM",16,"5000-9999","Pvt Ltd","2",106,0,4.66343909411207,3
0.55,"Male","Has relevent experience","enrollment","Graduate","STEM",17,"10/49","Other","1",98,0,4.58496747867057,3
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",3,"Other","Pvt Ltd","never",21,1,3.04452243772342,2
0.91,"Other","Has relevent experience","no_enrollment","Phd","STEM",21,"<10","Pvt Ltd",">4",144,0,4.969813299576,3
0.55,"Male","No relevent experience","no_enrollment","High School","STEM",0,"Other","Pvt Ltd","never",68,1,4.21950770517611,1
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10/49","Other","1",26,1,3.25809653802148,3
0.91,"Male","No relevent experience","no_enrollment","High School","STEM",4,"Other","Pvt Ltd","2",27,1,3.29583686600433,2
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"10000+","Pvt Ltd","1",90,0,4.49980967033027,3
0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Pvt Ltd","2",102,0,4.62497281328427,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"50-99","Pvt Ltd",">4",54,0,3.98898404656427,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","Other",1,"<10","Pvt Ltd","1",19,0,2.94443897916644,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"1000-4999","Other","1",21,0,3.04452243772342,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd",">4",42,0,3.73766961828337,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"50-99","Pvt Ltd",">4",284,0,5.64897423816121,3
0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",17,"100-500","Pvt Ltd","2",28,0,3.3322045101752,3
0.698,"Male","No relevent experience","no_enrollment","Masters","Other",0,"Other","Pvt Ltd","2",50,0,3.91202300542815,1
0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd","4",89,1,4.48863636973214,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",8,"100-500","Other","2",48,0,3.87120101090789,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Other","1",21,0,3.04452243772342,3
0.624,"Male","No relevent experience","no_enrollment","High School","STEM",2,"Other","Pvt Ltd","1",88,0,4.47733681447821,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","4",75,1,4.31748811353631,3
0.843,"Male","No relevent experience","enrollment","High School","STEM",6,"Other","Pvt Ltd","never",310,0,5.73657229747919,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"5000-9999","Other","4",12,0,2.484906649788,3
0.91,"Other","Has relevent experience","enrollment","Graduate","Other",16,"<10","Pvt Ltd","1",45,0,3.80666248977032,3
0.92,"Male","No relevent experience","no_enrollment","Masters","STEM",21,"Other","Pvt Ltd",">4",7,1,1.94591014905531,3
0.762,"Male","Has relevent experience","no_enrollment","High School","STEM",4,"500-999","Pvt Ltd","4",31,0,3.43398720448515,2
0.915,"Male","Has relevent experience","no_enrollment","Masters","STEM",17,"50-99","Pvt Ltd","1",6,0,1.79175946922805,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"<10","Other","1",62,1,4.12713438504509,2
0.794,"Male","Has relevent experience","enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",28,0,3.3322045101752,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"<10","Other","2",157,0,5.05624580534831,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10000+","Pvt Ltd","1",54,0,3.98898404656427,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"1000-4999","Pvt Ltd","2",86,0,4.45434729625351,2
0.74,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Other","3",28,0,3.3322045101752,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"1000-4999","Pvt Ltd","3",76,0,4.33073334028633,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"50-99","Pvt Ltd",">4",204,1,5.31811999384422,3
0.926,"Male","No relevent experience","no_enrollment","High School","STEM",0,"Other","Pvt Ltd","1",3,0,1.09861228866811,1
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",6,"Other","Pvt Ltd","never",8,0,2.07944154167984,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",17,"100-500","Pvt Ltd",">4",103,0,4.63472898822964,3
0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"100-500","Other",">4",9,0,2.19722457733622,3
0.624,"Male","No relevent experience","enrollment","High School","STEM",2,"Other","Pvt Ltd","never",170,0,5.13579843705026,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"50-99","Other","2",86,1,4.45434729625351,2
